title,release_date,rating,description,metascore
Overcooked!,2016-08-02,E,"Overcooked is a chaotic couch co-op cooking game for one to four players. Working as a team, you and your fellow chefs must prepare, cook and serve up a variety of tasty orders before the baying customers storm out in a huff.",78
Grand Kingdom,2016-06-21,T,"After the fall of the once-prosperous Uldein Empire over one hundred years ago, the Four Great Nations now wage war to claim dominion over the Resonail continent. Battles are no longer fought by honorable knights loyal to a nation, but by mercenaries who sell their services to the highest bidder. As the leader of a mercenary squad, the player will lead their troops across a battle-scarred continent, overcoming obstacles and adversaries as they complete quests doled out by each nation. In doing so, they will unravel the mystery behind the downfall of a mighty empire.",78
Bridge Constructor Portal,2018-03-01,E10,"Enter the Aperture Science Enrichment Center and experience Bridge Constructor Portal – the unique merging of the classic Portal and Bridge Constructor games. As a new employee in the Aperture Science test lab, it's your job to build bridges, ramps, slides, and other constructions in 60 test chambers and get the Bendies safely across the finish line in their vehicles. Make use of the many Portal gadgets, like portals, propulsion gel, repulsion gel, aerial faith plates, cubes, and more to bypass the sentry turrets, acid pools and laser barriers, solve switch puzzles, and make it through the test chambers unscathed. Let Ellen McLain, the original voice of GLaDOS, guide you through the tutorial, and learn all the tips and tricks that make a true Aperture Science employee. The bridge is a lie!",78
For Honor,2017-02-14,M,"For Honor is a competitive third-person melee title which mixes speed, strategy and team play with close range combat. The Chosen has survived a thousand years of wandering the southern deserts. Their journey should have wiped them out hundreds of years ago, but they survived thanks to the skill set and focus of their heroes. These individuals hoe to lead their followers to an improbable victory and to establish a new homeland. Striking fear in their enemies, The Warborn warriors sail across the Boiling Sea to raid the southern coast. Known for their fire and passion, they will seek to drive their enemies out of their ancestral lands. On the shoulders of great heroes, The Legions have driven out invaders, conquered any who wouldn't join them, and established hundreds of others to defend what is theirs. Facing invasion on two fronts, these heroes fight to protect their lands form the heathens who would take it. [Ubisoft]",78
Forgotton Anne,2018-05-15,E10,"Imagine a place where everything that is lost and forgotten goes; old toys, letters, single socks. The Forgotten Lands is a magical world inhabited by Forgotlings; creatures composed of mislaid objects longing to be remembered again. Forgotton Anne is a seamless cinematic adventure game with light puzzle platforming elements. You play as Anne, the enforcer who keeps order in the Forgotten Lands, as she sets out to quash a rebellion that might prevent her master, Bonku, and herself from returning to the human world... [Square Enix]",78
Mobile Suit Gundam: Extreme VS. MaxiBoost ON,2020-07-30,T,"MOBILE SUIT GUNDAM EXTREME VS. MAXIBOOST ON” is a true port of the arcade version that started operation in 2016 in Japan—and is still popular today. Coordinate and lay waste to your rivals in fierce PVP fighting combat iconic to the EXTREME VS. series. Join the battle with 183 units from the entire Gundam universe, each with different abilities ready to suit your play style. Choose between three different EX BURST Systems: FIGHTING BURST, EXTEND BURST and SHOOTING BURST!",78
1001 Spikes,2014-06-03,T,"Aban Hawkins & the 1,001 Spikes is a 2D platformer where you have 1,001 lives to beat the game.",78
LEGO Star Wars: The Force Awakens,2016-06-28,E10,"Experience untold adventures set before Star Wars: The Force Awakens through exclusive new story levels that takes place between Star Wars: Return of the Jedi and the new film. Play as all of the heroic characters from the movie, including Rey, Finn, Poe Dameron, Han Solo, Chewbacca, C-3PO, and BB-8, as well as Kylo Ren, General Hux and Captain Phasma, while exploring classic Star Wars locales, such as Jakku and Starkiller Base, and utilizing a multitude of vehicles along the way. [LEGO]",78
Chants of Sennaar,2023-09-05,E10,"Divided since the dawn of time, the Peoples of the Tower no longer speak to each other. But it is said that one day, a Traveler will find the wisdom to break down the walls and restore the Balance.

Explore and discover an enthralling world in a colorful, poetic setting inspired by the myth of Babel, where men have forgotten their past. Travel the endless steps of a prodigious labyrinth, uncover an ominous truth and unveil the mysteries of this fascinating universe where ancient languages are both the lock and the key.

Embark on a captivating journey with ancient languages to decipher.",78
Unravel,2016-02-09,E,Yarny's mission is to mend broken bonds and the yarn represents the love and connection between people. The player will use Yarny's thread to do things such as swinging across gaps or rappelling down trees. Te game will also challenge gamers to use the thread in clever and creative ways. [Electronic Arts],78
The Persistence VR,2018-07-24,M,"Caught in the inexorable pull of a black hole, and with the crew mutated into horrific and murderous aberrations, it’s down to you, a clone of security officer Zimri Eder, to save the ship and make the jump back to earth.",78
Blasphemous,2019-09-10,M,"Blasphemous is a punishing action-platformer that combines the fast-paced, skilled combat of a hack-n-slash game with a deep and evocative narrative core, delivered through exploration of a huge universe comprised of non-linear levels.",78
forma.8,2017-02-28,E10,"In a distant future, the small exploration probe forma.8 is stranded alone on the surface of an alien planet. He got parted away from his companions by an accidental event and has a life or death mission to accomplish: he needs to find and recover a powerful energy source deep under the surface before itâ€™s too late. Ancient civilisations, great perils and dystopian visions awaits him, and not everything is as it seems...",78
Mothergunship,2018-07-17,T,"MOTHERGUNSHIP mixes bullet-hell intensity with the shooting, customization, and traversal of the first-person genre. Fight your way through the alien fleets, facing randomized enemy and level mayhem as you clear rooms and take out some of the biggest bosses seen in the FPS genre.",78
Control: The Foundation,2020-03-26,M,"The Foundation Expansion includes new story content and side missions as well as new weapons and mods inspired by the Oldest House's mysterious origins. The Astral Plane is colliding with our reality. Jesse Faden, the Director of the Federal Bureau of Control, must travel through the caverns of the Foundation to prevent the Astral Plane from consuming the Oldest House. The missing Head of Operations, Helen Marshall, may hold some answers to the mysteries surrounding this threat...",78
NHL 16,2015-09-15,E10,"Players who are drawn to team experiences can jump into either 6 v. 6 Online Team Play, Online Couch Co-op, or the EA SPORTS Hockey League, that’s been re-formulated to deliver a new player class system for a more competitive and balanced experience. Players who want to build their own legacy can dive into Be-A-Pro, which allows them to start their career in the minors and takes them through a new progression system where how they play on the ice shapes who they become in the NHL. And if players are more akin to armchair GMs, not only can they navigate the machinations of draft day and manage their AHL affiliate team, they can now also manage the morale of individual players on their team.",78
Rock Band 4,2015-10-06,T,"Rock Band 4 offers the unique social play of a full band experience—featuring a next-gen microphone, wireless drums and guitar, and a revamped world tour campaign mode.  Add your personal signature to every performance. With Freestyle Guitar Solo, you can string together blistering licks and wow the crowd with your own incendiary solos.  With a soundtrack featuring some of the world's biggest acts, plus an ever-expanding catalog of over 1,500 playable songs, it’s easy to put together a keen set list.",78
Dragon's Dogma: Dark Arisen,2017-10-03,M,"An epitaph speaks of another's demise...

A mysterious island known as Bitterblack Isle appears off the coast of Gransys. Its depths have claimed the lives of many Arisen their voices still haunt the labyrinth that lies deep beneath its surface--a labyrinth ripe with secrets waiting to be discovered.

The time to take up arms has come once again. Delve into the isle's depths and uncover its dark secret!",78
Don't Starve,2014-01-07,T,"Assume the role of Wilson, an intrepid Gentleman Scientist who has been trapped by a demon and transported to a mysterious wilderness world. Wilson must learn to utilize his environment and its inhabitants if he ever hopes to escape and find his way back home. Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Collect resources to craft items and structures that match your survival style. Play your way as you unravel the mysteries of this strange land.",78
Atelier Lulua: The Scion of Arland,2019-05-21,T,Time is ticking in the world of Arland. The future of Arland is entrusted to this young girl. Lulua discovers a mysterious book and uncovers the hidden truth of Arland. Learn alchemy while discovering the mysteries of Lulua's homeland. Fan-favorite characters rejoin the fun. An enjoyable story and easy-to-learn mechanics welcome new and returning fans alike.,78
Super Cloudbuilt,2017-07-25,T,"Take on the role of Demi, a young soldier who wakes up in the empty shell of a ruined building, in the center of a strange new world, disconnected from her old life and physical body. With each new challenge she overcomes Demi slowly pieces together the future now laid out before her.",78
Fortnite,2017-07-21,T,"The Storm came without warning and wiped out 98 percent of the world's population in a flash. Poof. Adios. Sayonara. Then came the monsters, wave after wave, night after night. Destroying everything in their path. But it's not all doom and gloom. In an abandoned missile silo, we've found one of our first weapons against the Storm  you. We're looking for a few good commanders like you to help make a difference, push back the storm and protect those among us who are unable to protect themselves. Explore the world. Rescue survivors. Make hundreds of guns, swords, and things that go boom. Make impregnable forts. Tastefully decorate with sniper perches, poison gas traps, and jump pads. Take back the world. You know, the usual. And be sure to invite your friends. Welcome to Fortnite.",78
Yakuza 4 Remastered,2019-10-29,M,"As part of The Yakuza Remastered Collection, experience Yakuza 4 in 1080p and 60fps. A murder in Tojo Clan territory soon sets off an investigation by a small Tojo branch. Follow the four playable protagonists as they unravel a battle over money, power, status, and honor and a mysterious woman at the center of it all.",78
Heavy Rain & Beyond: Two Souls Collection,2016-03-01,M,"Popular on PlayStation 3, these two titles have now been visually upgraded and brought together for fans to relive, and newcomers to enjoy for the first time.",78
RIGS: Mechanized Combat League,2016-10-13,T,"Launching exclusively for PlayStation VR, RIGS throws you into explosive battle arenas where mechanised combat and futuristic sports collide head-on. Immerse yourself into a single player experience that will push your skills to the limit and sharpen your team tactics. Unlock new and more powerful RIGS to then take online against the world. Compete in a series of sporting events in the Mechanized Combat League – a near future sports league which pits teams of pilots against each other in real world locations. Face off against other teams from around the globe and enjoy an unprecedented sense of spatial awareness in multiple game modes with hero RIGS at your disposal.",78
Heavy Rain,2016-03-01,M,"Experience a gripping psychological crime thriller filled with innumerable twists and turns, where even the smallest actions and choices can cause dramatic consequences. The hunt is on for the Origami Killer, named after his calling card of leaving folded paper shapes on victims. Four characters, each with their own motives, take part in a desperate attempt to stop the killer from claiming a new victim.",78
What The Dub?!,2021-04-08,T,"What The Dub?! is a local multiplayer party game where each player overdubs missing dialogue from hilariously awful B-movies, outdated PSAs, and bizarre industrial films, with their own witty (or just plain stupid) dubs!",78
Red Dead Redemption and Undead Nightmare,2023-08-17,M,"Red Dead Redemption: When federal agents threaten his family, former outlaw John Marston is forced to hunt down the gang of criminals he once called friends. Step into the events immediately following the 2018 blockbuster, Red Dead Redemption 2, in the critically acclaimed tale of Marston’s journey to bury his blood-stained past, one man at a time. Undead Nightmare: When former outlaw John Marston wakes up at his farmhouse, he finds a world gone insane: overnight, deranged hordes have overrun the towns and outposts of the American frontier. In a desperate attempt to save his family, Marston must traverse a world torn apart by chaos and disorder, using every skill he has to survive long enough to find a cure.",78
Under Night In-Birth Exe:Late[st],2018-02-09,T,"The best parts of Street Fighter and BlazBlue combine in this epic 2D fighter! Easy to pick up but filled with tactical depth that will have you playing for years, Under Night In-Birth Exe:Late[st] is the frantic new fighter from the maker of cult-classic Melty Blood -- and the hit underground Japanese brawler that has captured both the imagination and hearts of the fighting game community.

FEATURES:

* PlayStation's Hottest New Fighter: Discover the stunning Under Night In-Birth universe in this complete edition of the celebrated four-button fighter.

* An Amazing Contemporary Cast: Wield swords, daggers, whips, scythes and even killer hair braids with a colourful roster of 20 unique and audacious fighters.

* Accessible, Tactical Combat: The easy-to-understand 'Grind Grid' mechanic rewards smart offensive play but punishes sloppy and negative tactics to encourage considered tactics.

* An Epic Story Campaign: Immerse yourself in the epic battle between In-Births and Voids with the story-rich Chronicle Mode.

* The Fighting Genre's Best-Kept Secret: The developer of cult-classic Melty Blood finally returns to the genre by popular demand!",78
The Forest (2014),2018-11-06,M,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.",78
The Legend of Heroes: Trails of Cold Steel II,2019-06-04,T,"Peace a memory. Despite the best efforts of military student Rean Schwarzer and his comrades, forces much greater than they have swept the land of Erebonia into a full-blown civil war. After a terrible struggle, Rean awakens in the mountains near his hometown, uncertain what fate befell his classmates and comrades. Though the road will not be an easy one, Rean decides to take up his sword once again.",78
Shakedown Hawaii,2019-05-07,T,"Vblank's open world action heads to the tropics, in Shakedown: Hawaii. From the boardroom to the streets, Shakedown parodies big business and the white collar crimes that go alongside. Build your empire, monopolize the markets, and collaterally re-zone the island's destructible sandbox.",78
John Wick Hex,2020-05-05,M,"John Wick Hex is a fast-paced, action-oriented strategy game that makes you think and strike like John Wick, the professional hitman of the critically acclaimed film franchise. Created in close cooperation with the creative teams behind the films, John Wick Hex is fight-choreographed chess brought to life as a video game, capturing the series’ signature gun fu style while expanding its story universe. Players must make quick decisions and choose every action and attack they make, all the while considering their immediate cost and consequences.",78
Worms W.M.D,2016-08-23,E10,"With a hand-drawn 2D look, brand new weapons, the introduction of crafting, vehicles and buildings plus the return of some classic weapons and gameplay, Worms W.M.D is back.",78
Life is Strange: Episode 2 - Out of Time,2015-03-24,M,"Reunited with her friend Chloe, Max begins experimenting with her power and starts to wonder if it is related to her visions or the weird snow from the previous day. But life goes on in Blackwell Academy and a certain viral video has become a serious topic of discussion. Meanwhile, what DID happen to Rachel Amber?",78
Amnesia Collection,2016-11-22,M,"Immerse yourself in three living nightmares that promise to chill you to the core. The collection contains three Amnesia titles: The Dark Descent, A Machine For Pigs, and Justine.",78
Darknet,2017-03-07,E10,"Darknet is a strategic hacking game set in a Virtual Reality cyberspace. ""The job is simple: break through the firewall and retrieve the data. But the net can be a dangerous place."" Inspired by classic cyberpunk fiction such as Ghost in the Shell, Johnny Mnemonic, and The Lawnmower Man, Darknet casts the player as an elite hacker in cyberspace. Zip between the nodes of a vibrant neon network, breaking ICE, slinging viruses, and tunneling through layer upon layer of cybersecurity on your way to the data.",78
Skylanders Trap Team,2014-10-05,E10,"Bring the Skylanders to life. All the Skylander characters from Skylanders Spyro's Adventure, Skylanders Giants and Skylanders SWAP Force work with Skylanders Trap Team, including an entirely new cast: The Trap Masters. Trap and play as villains: Take control of bad guys. Trap bad guys with the power of TraptaniumT, release them from the crystals and use their awesome powers for good. [Activision]",78
Call of Duty: Ghosts,2013-11-15,M,"This new chapter in the Call of Duty franchise features a unique dynamic in which players are on the side of a crippled nation fighting not for freedom, or liberty, but simply for survival. 10 years after a devastating mass event, the nation's borders and the balance of global power have been permanently redrawn. As what's left of the nation's Special Operations forces, a surreptitious group known only as ""Ghosts"" leads the fight back against a newly emerged, technologically-superior global power. There are over 20 NEW Kill Streaks in Call of Duty: Ghosts — such as Juggernaut Maniac, Helo-Scout, Vulture and the ODIN Strike. You can even bring in Riley, from the single-player campaign, as your guard dog to warn you when enemies approach, and to attack enemies if they get too close to your person.",78
The Banner Saga 2,2016-07-05,T,The aga continues in The Banner Saga 2. Continue your journey soon after the climactic events of The Banner Saga. The choices you made in the first game will affect who is alive and who is dead in this sequel.,78
Fury Unleashed,2020-05-08,T,"Fury Unleashed is a combo-driven roguelite action platformer - each kill you score increases your combo. Hit certain thresholds and your damage resistance and healing powers will kick in! It's a game you can even beat in one, ultimate combo. Are you up for the task?",78
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,2019-01-15,Rating not found,"After years on the road facing threats both living and dead, a secluded school might finally be Clementine and AJ’s chance for a home. But protecting it will mean sacrifice. In this gripping, emotional final season, your choices define your relationships, shape your world, and determine how Clementine’s story ends.",78
Tacoma,2018-05-08,M,"Tacoma is a narrative-driven adventure set aboard a high-tech space station in the year 2088. Explore every detail of how the station’s crew lived and worked, finding clues that add up to a gripping story of trust, fear, and resolve in the face of disaster.",78
Little Nightmares,2017-04-28,T,"Immerse yourself in Little Nightmares, a dark whimsical tale that will confront you with your childhood fears. Help Six escape The Maw – a vast, mysterious vessel inhabited by corrupted souls looking for their next meal.",78
PlanetSide 2,2015-06-23,T,PlanetSide 2 is an MMO FPS set in an online persistent world where the war wages non-stop and the balance of power shifts with every base and territory captured and lost.,78
NBA 2K20,2019-09-06,E,"From the blacktop to the hardwood and throughout the Neighborhood, NBA 2K20 and its next level features are the closest thing to actually playing in the league. Welcome to the Next. Put your career on the line to stand up for what you believe in. Executive produced by LeBron James & SpringHill Entertainment, this year’s MyCAREER experience features topical storylines, true-to-life basketball characters, and a star-studded cast. [Take 2 Interactive]",78
This War of Mine,2016-01-29,M,"This War of Mine: The Little Ones explores the hardships of wartime survival as seen from an entirely new perspective; that of a child.

Based on This War of Mine, The Little Ones puts you in charge of a group of adults and children stuck in the middle of hell, trying to survive in a besieged city; struggling with lack of food, medicine and constant danger. The question is: how far will you go to make it through another day?

This War of Mine: The Little Ones focuses not only on the reality of enduring war, but also the fact that even in times of conflict, kids are still kids - they laugh, cry, play with toys and see the world differently. In addition to thinking about survival, you'll have to bring back the kid in yourself to understand how to protect the little ones. Their faith, and their futures, are in your hands.

The pace of This War of Mine is imposed by the day and night cycle. During the day snipers outside stop you from leaving your refuge, so you need to focus on maintaining your hideout: crafting, trading and taking care of young and adult civilians. At night, take one of your people on a mission to scavenge through a city for items that will help you stay alive.",78
Life is Strange 2,2018-09-26,M,The long awaited sequel to the award winning Life is Strange returns with a new 5-part narrative adventure from DONTNOD Entertainment.,78
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,2015-08-18,M,"Captured by Vallory and her thugs, Rhys and Fiona are forced to keep searching for the Vault beacon - at gunpoint. The beacon is on the Hyperion moon base - Helios - while our heroes are on Pandora... so there's the annoying cold void of death known as 'space' to overcome. Even with the help of a familiar face, and with a worryingly helpful Handsome Jack hitching a ride in Rhys’ head, getting on board the ominous ‘H’ is going to take every drop of guile, and quite possibly all the spunk you’ve got. Sacrifices will be made – can you make the tough choices needed to succeed?",78
The Walking Dead: The Telltale Series - The Final Season,2018-08-14,M,"After years on the road facing threats both living and dead, a secluded school might finally be Clementine’s chance for a home. But protecting it will mean sacrifice. In this gripping, emotional final season, your choices will define your relationships and determine how Clementine’s story ends.",78
EA SPORTS UFC 4,2020-08-14,T,"In EA SPORTS UFC 4 the fighter you become is shaped by your fight style, your achievements, and your personality. Develop and customize your character through a unified progression system across all modes. Go from unknown amateur to UFC superstar in the new Career Mode, experience the origins of combat sports in two all-new environments; The Kumite and The Backyard, or challenge the world in new Blitz Battles or Online World Championships to become the undisputed champ. In gameplay, fluid clinch-to-strike combinations offer more responsive and authentic stand-up gameplay, while overhauled takedown and ground mechanics deliver more control in those key phases of the fight. No matter how, or where, you play EA SPORTS UFC 4 puts 'you' at the center of every fight.",78
ABZU,2016-08-02,E,"ABZÛ is an grand descent into the depths of the sea, where players explore ocean environments with fluid swimming controls. The experience draws inspiration from the deep innate narrative that we carry within our subconscious: the story of ABZÛ is a universal myth that resonates across cultures. The name references a concept from the oldest mythologies; it is the combination of the two ancient words AB, meaning ocean, and ZÛ, meaning to know. ABZÛ is the ocean of wisdom. [505 Games]",78
Toki Tori 2,2016-02-23,E,"Experience Toki Tori’s Epic Puzzle Adventure. Explore a forest island, learn magical songs and interact with the local wildlife to solve environmental puzzles. Toki Tori 2+’s game design requires just two moves: whistle and stomp. It's super accessible, yet it builds up to incredible complexity later on. There’s a ton to do, too. After puzzle-solving your way to five Ancient Frogs and saving the island from a strange pollution, you can still find 100s of golden wings, snap dozens of creature pictures and go Achievement hunting.

    - A unique take on the Metroidvania formula
    - Follow the path, or stray off-road and tackle the expert puzzles
    - Whistle magical songs to rewind, fast-travel and more
    - Snap dozens of Tokidex creature pictures",78
Life is Strange: Before the Storm - Episode 1: Awake,2017-08-31,M,"Life is Strange: Before the Storm is a new three part standalone story adventure set three years before the events of the first game. This time play as Chloe Price, a rebel who forms an unlikely friendship with Rachel Amber in a dramatic new story in the BAFTA award winning franchise.",78
Narita Boy,2021-03-30,T,"Become symphonic in Narita Boy! A radical action-adventure as a legendary pixel hero trapped as a mere echo within the Digital Kingdom. Discover the mysteries behind the Techno-sword, lock swords with the corrupt and tainted Stallions. Save the world!",78
Outlast,2014-02-04,M,"In the desolate mountains of Colorado, horrors await inside Mount Massive Asylum. An abandoned home for the mentally ill, recently re-opened by the “research and charity” branch of the transnational Murkoff Corporation, has been operating in complete secrecy… until now. Acting on a tip from an inside source, independent journalist Miles Upshur breaks into the facility, and what he discovers walks a terrifying line between science and religion, nature and something entirely different. Once inside, his only hope of escape lies with the terrible truth at the heart of Mount Massive.",78
Call of Duty: Black Ops III - Zombies Chronicles,2017-05-16,M,"Call of Duty®: Black Ops III - Zombies Chronicles is available now on PS4™, delivering 8 remastered classic Zombies maps from Call of Duty®: World at War, Call of Duty®: Black Ops and Call of Duty®: Black Ops II. Complete maps from the original saga are fully remastered and HD playable, within Call of Duty®: Black Ops III.",78
Everybody's Gone to the Rapture,2015-08-11,M,Everybody’s Gone to the Rapture transports the player back to the brief moments leading up to the apocalypse to explore the choices people make when they’re faced with world-shattering events beyond their control.,78
Horizon Chase Turbo,2018-05-15,E,"Horizon Chase Turbo is a racing game inspired by the great hits of the 80’s and 90’s: Out Run, Top Gear, Rush, among others. It recreates classic arcade gameplay and offers you unbound speed limits of fun.",78
Everybody's Golf,2017-08-29,E,"Step on to the fairway for a unique blend of deep golf mechanics and quirky visual style that the beloved franchise is known for. Entering the clubhouse is a variety of new features, including the chance to create and customise your own golfer, with an assortment of tasks to play and level up their skills with. Fancy a stroll around the green? Hop into a golf kart and explore the free-roaming courses, interacting with other online players, jumping into mini-games and unlocking new tasks, tournaments and rewards.",78
Teslagrad,2015-04-14,E,"Teslagrad is a 2D puzzle-platformer in which you play as a young lad who suddenly finds himself embroiled in an ancient conflict that will shake the foundations of his entire existence, and bring a gruesome truth to light. The game revolves around the use of electricity and magnetism, and your ingenuity will be put to the test as you employ the amazing technology of the Teslamancers to traverse the abandoned Tesla Tower. The game is completely devoid of both text and dialogue, and prefers to tell the story purely through visual means.",78
Dying Light: The Following,2016-02-09,M,"Dying Light: The Following is a significant expansion to Dying Light and the untold chapter of Kyle Crane’s story. Take to a vast new area that will transform your Dying Light experience through new game mechanics, environments and challenges on top of the established core of the game.",78
Flywrench,2017-02-14,E,Flywrench is an action game from the makers of Nidhogg about piloting an aerobatic ship through the depths of space.,78
Age of Wonders: Planetfall,2019-08-06,T,"Age of Wonders: Planetfall is the new strategy game from Triumph Studios, creators of the critically acclaimed Age of Wonders series, bringing all the exciting tactical turn-based combat and in-depth empire building of its predecessors to space in an all-new, sci-fi setting.",78
Plants vs. Zombies: Battle for Neighborville,2019-09-04,E10,"Welcome to Neighborville, where all is well. Except that a crazy new coniferous conflict between brain-less and botanicals is brewing! What are you gonna do – call the crops? Soil your plants? It’s time to kick some grass in the wackiest shooter experience between plants and zombies yet: Plants vs. Zombies: Battle for Neighborville™.",77
Yomawari: Midnight Shadows,2017-10-24,M,"The follow-up to 2016’s cult horror hit Yomawari: Night Alone, Yomawari: Midnight Shadows introduces two brand-new girls, Yui and Haru, to the night and the spirits who haunt it.",77
The Missing: JJ Macfield and the Island of Memories,2018-10-15,M,"The blunt disappearance of a close friend encourages J.J. to go look for her on the strange Island of Memories. You can’t die on this nightmare island, even if you’re seriously injured. No matter how many times J.J.’s brought back from the grips of death, she drags her mangled body deeper into the woods to find her friend.",77
Elite: Dangerous,2017-06-27,T,"The next game in the Elite series - a space epic with fully multi-player. Carve your own path through a rich gaming sandbox, set against a backdrop of raw anarchy, galactic powerplays and intrigue. Do whatever it takes to upgrade your ship’s hull, engines, weapons, defences, cargo hold; constantly improve your capabilities and influence on your journey towards the most coveted rank in the history of gaming - ‘Elite’.",77
Game of Thrones: Episode One - Iron From Ice,2014-12-02,M,"Episode 1 - Iron From Ice. The series is based on the world, characters and events seen in HBO’s television show, which in turn is based on George R. R. Martin’s books (A Song of Ice and Fire). The events in the game series begin towards the end of Season 3 of the television show and end just before the beginning of Season 5. You'll traverse familiar locations such as King’s Landing and The Wall, as well as unfamiliar locations such as Ironrath, the home of House Forrester.",77
Capcom Arcade 2nd Stadium,2022-07-22,T,"Included Games: 1943 Kai
Black Tiger
Block Block
Capcom Sports Club
Darkstalkers: The Night Warriors
Eco Fighters
Gan Sumoku (GunSmoke)
Hissatsu Buraiken (Avengers)
Hyper Dyne Side Arms
Hyper Street Fighter II: The Anniversary Edition
Knights of the Round
Last Duel
Magic Sword
Mega Man: The Power Battle
Mega Man 2: The Power Fighters
Night Warriors: Darkstalkers’ Revenge
Pnickies
Rally 2011 LED Storm
Saturday Night Slam Masters
Savage Bees (Exed Exes)
SonSon
Street Fighter
Street Fighter Alpha: Warriors’ Dreams
Street Fighter Alpha 2
Street Fighter Alpha 3
Super Gem Fighter Mini Mix
Super Puzzle Fighter II Turbo
The King of Dragons
The Speed Rumbler (Rush & Crash)
Three Wonders
Tiger Road
Vampire Savior: The Lord of Vampire",77
Linelight,2017-01-31,E,Linelight is a minimalist puzzle game where everything takes place on lines. Its zen-inducing music and visuals simulate the experience of getting an A+ on a super hard test while receiving a back massage. The controls are irreducibly simple: move.,77
HARDCORE MECHA,2020-01-14,Rating not found,"Hardcore Mecha is a 2D platformer action focusing on a better handling. The Campaign mode offers rich gameplay and seamless in-game cut-scenes for an immersive experience. Choose your favorite mecha in Multiplayer, experience the fast-paced hardcore competitive battle of steel.",77
Life is Strange 2: Episode 4 - Faith,2019-08-22,M,"The saga picks up in a Humboldt County, California hospital room where Sean, gravely wounded, wakes up to find that Daniel is still missing. Under arrest, and facing tough questions from law enforcement, Sean is running out of options. Only quick thinking and unexpected allies can secure his freedom. “In Episode 4, we re-join Sean at his lowest point. The disaster that separated him from his brother has scarred him for life, and he is lost, alone and in quite a bit of trouble,” said Michel Koch & Raoul Barbet, Co-Creative Directors of Life is Strange 2. “Sean is already at a breaking point, and now faces some of the toughest situations in his life as he desperately searches for Daniel, whose absence hangs heavy over the whole episode. Considering what happened in that California Redwood forest, even if he can locate his brother – he can’t be sure of who, or what he will find.” Searching for Daniel under the scorching Nevada sun and through freezing desert nights, Sean must make his toughest choices yet. Puerto Lobos and the dream of freedom have never felt so far away. Will Sean’s faith in Daniel be rewarded – or is the younger wolf lost forever?",77
Life Goes On: Done to Death,2016-05-17,E10,"Life Goes On: Done to Death is a comically-morbid platformer where you guide heroic knights to their demise and use the dead bodies to solve puzzles. Wanting to live forever, a mighty king sends his army of knights to find the Cup of Life. On this quest, you will summon knight after knight to be brutally sacrificed. As you journey through treacherous and trap-ridden worlds, you’ll show no mercy to solve each challenging puzzle.",77
Ultimate Marvel vs. Capcom 3,2016-12-03,T,"The Marvel and Capcom universes collide once again in this Ultimate installment of the popular fighting franchise. With new fighters, epic new modes and rebalanced gameplay, Ultimate Marvel vs. Capcom 3 asks only one question — are you ready for the Ultimate fighting experience?",77
Life is Strange: Before the Storm - Episode 3: Hell is Empty,2017-12-19,M,,77
Pac-Man Championship Edition 2,2016-09-13,E,"A new sequel in the PAC-MAN Championship Edition series comes to next-generation consoles and PC. Taking highlights from the past, PAC-MAN Championship Edition 2 takes the best aspects from Championship Edition and Championship Edition DX and evolves the game for the future Featuring 3D graphics and funky visuals, the latest version of the classic game takes chomping and chasing through mazes to a new level.",77
Street Fighter V,2016-02-16,T,"Birdie and Charlie Nash make their return to the Street Fighter universe, where they join classic characters like Ryu, Chun-Li, Cammy, and M. Bison. Many more new and returning characters will be added to the diverse roster, offering a wide variety of fighting styles for players to choose from. New Strategies and Battle Mechanics: Highly accessible new battle mechanics, which revolve around the V-Gauge and EX Gauge, provide a new layer of strategy and depth to the franchise that all players can enjoy. V-Trigger: Unique abilities that use the entire V-Gauge, giving players the opportunity to inflict damage when activated. V-Skill: Utility skills (such as evasion) for each character that can be activated at any time. V-Reversal: Unique counterattacks that use one stock of the V-Gauge. Critical Arts: Ultimate attacks that use the entire EX Gauge. For the first time in franchise history, the online community is unified into a single player pool, allowing for even more rivalries to be born. [Playstation.com]",77
