title,release_date,rating,description,metascore
Death Stranding: Director's Cut,2021-09-24,M,"From legendary game creator Hideo Kojima comes a genre-defying experience, now expanded and remastered for the PlayStation 5 console in this definitive Director’s Cut. In the future, a mysterious event known as the Death Stranding has opened a doorway between the living and the dead, leading to grotesque creatures from the afterlife roaming the fallen world marred by a desolate society. Take on the trials of Sam Bridges with advanced combat, more character actions and a competitive ranking system for special player challenges.* Make use of additional weapons and vehicles, take on new enemy types and explore new locations such as the Firing Range and Racetrack, featuring extra missions and minigames. Experience an extended storyline through new missions in an expanded area.",85
Assassin's Creed Valhalla,2020-11-12,M,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]",84
Hitman 3,2021-01-20,M,"Death Awaits 

HITMAN 3 is the dramatic conclusion to the World of Assassination trilogy and takes players around the world on a globetrotting adventure to sprawling sandbox locations. Agent 47 returns as a ruthless professional for the most important contracts of his entire career.

Supported by his Agency handler, Diana Burnwood, 47 joins forces with his long-lost friend Lucas Grey. Their ultimate mission is to eliminate the partners of Providence, but they are forced to adapt as their hunt intensifies. When the dust settles, 47 and the world he inhabits will never be the same again. 

Top of the World
Every mission location in HITMAN 3 is meticulously detailed and packed full of creative opportunities. Players will have unrivalled freedom to complete their objectives and the game world will react to everything they do. 

A Platform of Assassination
The World of Assassination trilogy is fully realised with HITMAN 3 as the ultimate place to play all three games. Players of previous HITMAN games will be pleased to know that it will be possible to 'import' locations that they own from the previous two HITMAN games into HITMAN 3, essentially putting all 20+ locations from the entire trilogy in one place.

Playing the entire trilogy from beginning to end, from within HITMAN 3, also means that the progression systems in HITMAN 3 work across all locations. You can unlock an item in Dubai and take it with you to Paris, for example. HITMAN 2 players will have the option to carry over their hard-earned unlocks and progression into HITMAN 3.",84
OlliOlli World,2022-02-08,E10,"OlliOlli World is a bold new skateboarding action-platformer that’s bursting with personality. Flip and flow through the vivid and vibrant world of Radlandia, meeting colorful characters as you grind, trick, and air your way to discover the mystical skate gods on your quest for Gnarvana. Traverse a delightful and weird world as you take on missions, challenges, and make new friends along the way. Customize your character’s looks, tricks, and style while you experience explorable levels with multiple paths that provide an array of opportunities for player expression. Challenge the world in Leagues or dare a friend to beat your best tricks on one of millions of sharable levels. Experience the accessibility, depth, and player freedom as you dive into the signature flow state gameplay of OlliOlli World.

OlliOlli World marks the third entry in the critically-acclaimed OlliOlli series from Roll7, the BAFTA and multi-award-winning independent studio.

 

Key Features:

• Welcome to Radlandia!: Take a trip across a lush skateboarding utopia that is filled to the brim with eccentric characters and vibrant locations that are begging to be explored. Find your grind in Inflatable Alley or blaze down Los Vulgas to discover new paths, fresh side quests, rad rewards, and epic trick opportunities. All perfectly complemented by a hand-picked compilation of IDM and Electronica tracks. 

• Play at your level: Super tight controls combine with highly refined gameplay to ensure a silky smooth ride. Not a Pro? Don’t worry – OlliOlli World welcomes you with open arms, allowing new players to tear down streets and pull off sick method grabs without fear of faceplanting the curb. Think you’ve got what it takes? Achieve mastery through millions of unique levels in sandbox mode or compete against rivals around the globe in leagues with a hugely deep combo system with over 100 moves to master and combine in your battle for the highest score.

• Freedom of expression: Cruise through Radlandia's epic skate-haven and prove your skills to unlock special rewards that let you customize your character’s looks, tricks and style. Want to skate in your flip flops… go for it. Want to wear a bumble bee onesie …ok then… no judgement. In OlliOlli World as long as you’re on board anything goes!",84
F1 2021,2021-07-15,E,"Every story has a beginning in F1 2021, the official videogame of the 2021 FIA Formula One world Championship. Enjoy the stunning new features of F1 2021, including the thrilling story experience 'braking point', two-player career, and get even closer to the grid with 'real-season start'. Take your team to the top in the acclaimed ten-year 'My team' Career mode, or race head-to-head in split-screen and multiplayer. Immerse yourself in the greatest racing spectacle on the planet and race with the authentic lineup of twenty heroic drivers and ten iconic teams from the 2021 Season: 'braking point' - the thrilling new story experience, new ways to play: two-player career and 'real-season start', acclaimed 'My team', split-screen and multiplayer",84
Live A Live,2023-04-27,T,"The legend is alive!

LIVE A LIVE, originally only released for the Super Famicom in Japan, is being revived on Nintendo Switch! Experience this legendary RPG for the first time in the west, brought alive in the same HD-2D visual style as OCTOPATH TRAVELER and TRIANGLE STRATEGY.

Meet seven heroes, each with their own unique abilities and lives to live across different time periods. Experience their stories in any order you choose, uncovering shocking developments along the way:

* Prehistory: A tribesman comes of age in a world without words.
* The Wild West: A wanderer with a bounty on his head fights for his life. 
* Imperial China: A kung fu master searches for a worthy successor. 
* Twilight of Edo Japan: A shinobi undertakes an important secret mission. 
* Present Day: A martial artist strives to become the strongest there ever was. 
* The Near Future: A youth with psychic powers takes a stand against evil. 
* The Distant Future: A newly built robot is swept up in a tragedy in space. 

Featuring remastered music from original composer Yoko Shimomura and produced by Takashi Tokita (the director of the Super Famicom version), this remake retains everything that players loved about the original game while also being accessible to newcomers.",84
Blasphemous 2,2023-08-24,M,"The second scripture in the Blasphemous series portends the return of The Penitent One, with a story that continues from the free Wounds of Eventide DLC for the original game, where The Heart in the sky heralded the return of The Miracle and foretold the birth of a new miracle child.

Awakened in a strange new land, and displaced from his final resting place, The Penitent One is thrust back into the endless cycle of life, death, and resurrection, with no other option than to explore this perilous new world and uncover its long-forgotten secrets.

Hordes of grotesque enemies stand in your way, awaiting final judgement by the brutal hand of the Penitent One, with titanic twisted bosses also lurking in the darkness, waiting for their chance to return you to the grave from whence you came.",84
Shadow Gambit: The Cursed Crew,2023-08-22,T,"Welcome to the Lost Caribbean! In this stealth strategy game, join a ghost ship with a living soul and assemble a cursed pirate crew. Embrace magical powers to defy the menacing army of the Inquisition, who stands between you and the mysterious treasure of the legendary Captain Mordechai.

Pull-off an epic heist and salvage a mysterious treasure of otherworldly power to defy the army of the Inquisition. Infiltrate their fortresses. Sneak behind enemy lines. Cleverly combine the magical skills of your crew to take out a variety of enemies with carefully considered tactics. Feel like a brilliant mastermind when your plan clicks perfectly into place!",84
Overcooked! All You Can Eat,2020-11-12,E,"Overcooked! All You Can Eat sees Overcooked! and Overcooked! 2 blended together with all additional content and remastered up to 4K in a delicious definitive edition. Making use of the power of the PS5, Overcooked! AYCE offers stunning 4K visuals, cross-platform multiplayer, and rapid loading times — meaning more time for culinary carnage!",84
Hogwarts Legacy,2023-02-07,T,"LIVE THE UNWRITTEN - Hogwarts Legacy is an immersive, open-world action RPG set in the world first introduced in the Harry Potter books. Now you can take control of the action and be at the center of your own adventure in the wizarding world. Embark on a journey through familiar and new locations as you explore and discover fantastic beasts, customize your character and craft potions, master spell casting, upgrade talents, and become the wizard you want to be.

Experience Hogwarts in the 1800s. Your character is a student who holds the key to an ancient secret that threatens to tear the wizarding world apart. You have received a late acceptance to the Hogwarts School of Witchcraft and Wizardry and soon discover that you are no ordinary student: you possess an unusual ability to perceive and master Ancient Magic. Only you can decide if you will protect this secret for the good of all, or yield to the temptation of more sinister magic.

Discover the feeling of living at Hogwarts as you make allies, battle Dark wizards, and ultimately decide the fate of the wizarding world. Your legacy is what you make of it.",84
Disgaea 7: Vows of the Virtueless,2023-10-03,T,"The story of Disgaea 7 is set in a Japanese style netherworld called ""Hinomoto Netherworld Cluster,"" which has been taken away its ""Bushido"" and is in shambles by the hands of demon admiral Opener.

The odd duo of lone samurai named Fuji and a Hinomoto otaku girl named Piririka set out on a journey spanning all of Hinomoto to obtain the legendary weapons known as the ""Seven Blades of Origin"" in order to defeat the corrupt Oedo Shogunate.

Can Fuji, Pirika, and the odd balls they meet along the way regain the honorable Hinomoto once more...?

Disgaea is a Strategy RPG set in a netherworld where anything goes.

The story progresses by forming an army with the unique allies you meet on your journey, training them, and going on quests to various locations in the netherworld.

Enjoy creating characters and armies of your own concept, and battles where the damage numbers will go into the tens of millions!",84
Resident Evil Village,2021-05-07,M,"The next generation of survival horror rises in the form of Resident Evil Village, the eighth major entry in the Resident Evil series. With ultra-realistic graphics powered by the RE Engine, fight for survival as danger lurks around every corner. Years after the tragic events of Resident Evil 7 biohazard, Ethan Winters has started over with his wife Mia, finally living in peace and putting the past behind them. However, Chris Redfield, the legendary hero from previous Resident Evil games, suddenly disrupts their life, throwing a devastated Ethan into a new and twisted nightmare in search of answers.",84
Venba,2023-07-31,T,"Cook delicious South-Indian food and experience the journey of an immigrant family in Venba!

Venba is a narrative cooking game where you play as an Indian mom who immigrates to Canada with her family in the 1980s. Players will cook various dishes and restore lost recipes, hold branching conversations and explore in this story about family, love, loss and more.

Cook Mouth Watering Dishes
Venba's recipe book gets damaged when she moves to Canada. Restore the lost recipes to cook delicious, mouth-watering dishes that serve as a connection to the home left behind.

Explore, Converse, Experience
Get to know the family well, hold branching conversations, and explore as you face the challenges that arise from day to day life.

Features:
- Cook authentic and delicious recipes handpicked from regional South-Indian cuisine
- Hold branching conversations and explore different narrative beats
- Beautiful visuals and animations
Unique soundtrack inspired by Indian musicals",84
Ghost of Tsushima: Iki Island,2021-08-20,Rating not found,"If you’re a history buff, you may know that in addition to Tsushima, the neighboring island of Iki was also invaded during this time period. This island serves as the setting for a whole new chapter in Jin’s journey. In this new story, Jin travels to the island to investigate rumors of a Mongol presence. But soon, he finds himself caught up in events with deeply personal stakes that will force him to relive some traumatic moments from his past. [Sony]",84
Quake II - Enhanced Edition,2023-08-10,M,"As humanity’s last hope, it’s up to you to stop the wicked Strogg’s warpath before it twists mankind into mechanical horrors. The odds are stacked against you on a hostile alien planet teeming with enemy forces, but so long as you have ammo and a pulse, it’s not over! Battle hordes of cybernetic creatures in blistering FPS combat, strafing through Quake II’s campaign with an iconic arsenal of bullets, rockets and shells. Enjoy Quake II’s legendary gameplay, preserved and complete with the original soundtrack by Sonic Mayhem, now enhanced with widescreen support, restored content previously left on the cutting room floor, visual and performance upgrades to make every muzzle flash and gib-plosion pop on-screen and even new levels. The enhanced release of Quake II comes with both expansions for the original game, Mission Pack: The Reckoning and Mission Pack: Ground Zero, adding over 30 additional single player levels and over 20 Deathmatch maps. Quake II now includes Call of the Machine, an all-new expansion created by Wolfenstein: The New Colossus developer, MachineGames. Consisting of 28 campaign levels plus a brand-new Deathmatch map, fight across time and space to find the Strogg-Maker, destroy it and change fate itself. [Bethesda]",84
The Pedestrian,2021-01-29,E10,The Pedestrian is a 2.5D puzzle platformer themed around the public sign system. You play as a 2D character moving through signs in a dynamic 3D world. You progress through the game by rearranging and connecting public signs to explore and advance through each environment.,83
Astro's Playroom,2020-11-12,E10,"Astro and his crew lead you on a magical introduction through PS5 in this fun platformer that comes pre-loaded on PS5. Explore four worlds, each based on PS5’s console components. Each area showcases innovative gameplay that taps into the new features of the PS5’s DualSense wireless controller.",83
Metro Exodus: Enhanced Edition,2021-06-18,M,"The year is 2036.

A quarter-century after nuclear war devastated the earth, a few thousand survivors still cling to existence beneath the ruins of Moscow, in the tunnels of the Metro.

They have struggled against the poisoned elements, fought mutated beasts and paranormal horrors, and suffered the flames of civil war.
But now, as Artyom, you must flee the Metro and lead a band of Spartan Rangers on an incredible, continent-spanning journey across post-apocalyptic Russia in search of a new life in the East.

Metro Exodus is an epic, story-driven first person shooter from 4A Games that blends deadly combat and stealth with exploration and survival horror in one of the most immersive game worlds ever created.

Explore the Russian wilderness across vast, non-linear levels and follow a thrilling story-line that spans an entire year through spring, summer and autumn to the depths of nuclear winter.

Inspired by the novels of Dmitry Glukhovsky, Metro Exodus continues Artyom's story in the greatest Metro adventure yet.

Features:

* Embark on an incredible journey - board the Aurora, a heavily modified steam locomotive, and join a handful of survivors as they search for a new life in the East

* Experience Sandbox Survival - a gripping story links together classic Metro gameplay with new huge, non-linear levels

* A beautiful, hostile world - discover the post-apocalyptic Russian wilderness, brought to life with stunning day / night cycles and dynamic weather

* Deadly combat and stealth scavenge and craft in the field to customize your arsenal of hand-made weaponry, and engage human and mutant foes in thrilling tactical combat

* Your choices determine your comrades' fate - not all your companions will survive the journey; your decisions have consequence in a gripping storyline that offers massive re-playability

* The ultimate in atmosphere and immersion - a flickering candle in the darkness; a ragged gasp as your gasmask frosts over; the howl of a mutant on the night wind - Metro will immerse and terrify you like no other game",83
Judgment,2021-04-23,M,"From the makers of the acclaimed Yakuza series, Ryu Ga Gotoku Studio, Judgment is the dramatic tale of a disgraced lawyer seeking redemption in a world rife with corruption and despair. Investigate the seedy Red Light District of Kamurocho by stepping into the mind of private detective Takayuki Yagami and utilize innovative investigation systems to uncover the secrets that lie deep within Kamurocho's corrupt underbelly. Experience visceral combat with two unique combat styles. Take down groups of thugs with sweeping blows in Crane Style, then switch to Tiger to overwhelm a single foe with a series of powerful strikes. Practice mixing-and-matching styles in combat in conjunction with a wide variety of skills, weapons, and powerful (and hilarious) EX Actions to unlock a whole new dimension in combat.",83
Anno 1800 Console Edition,2023-03-16,T,"Welcome to the 19th century, a time of industrialization, diplomacy, and discovery.

Rich with technological innovations, conspiracies, and changing allegiances, this era presents the perfect setting for classic Anno gameplay. Anno 1800 provides players ample opportunity to prove their skills as a ruler as they create huge metropolises, plan efficient logistic networks, settle an exotic new continent, send out expeditions around the globe, and dominate their opponents by diplomacy, trade, or warfare.",83
Stray,2022-07-19,E10,"Lost, alone and separated from family, a stray cat must untangle an ancient mystery to escape a long-forgotten cybercity and find the way home. Stray is a third-person cat adventure game set amidst the detailed neon-lit alleys of a decaying cybercity and the murky environments of its seedy underbelly.  See the world through the eyes of a stray and interact with the environment in playful ways. Stray is developed by BlueTwelve Studio, a small team from south of France mostly made of cats and a handful of humans.",83
A Space For The Unbound,2023-01-19,T,"A Space For The Unbound is a slice-of-life adventure game with beautiful pixel art set in the late 90s rural Indonesia that tells a story about overcoming anxiety, depression, and the relationship between a boy and a girl with supernatural powers.

Follow two high school sweethearts, Atma and Raya, on a journey of self-discovery at the end of their high school years. When a mysteriously supernatural power is suddenly unleashed threatening their existence, they must explore and investigate their town to uncover hidden secrets, face the end of the world, and perhaps learn more about each other.",83
Astral Ascent,2023-11-14,E10,"Astral Ascent is a 2D platformer rogue-lite game set in a modern fantasy world. As one of 4 Heroes with very different personalities, you must escape from the Garden, an astral prison guarded by 12 powerful and vicious bosses, the Zodiacs.

Unlock dozens of unique spells for your 4 distinct characters. Optimize your own build or try out new ones to take down 12 powerful bosses. Get stronger with time to match up with your foes. Each run will test your skills and your reactivity.",83
The Last Clockwinder,2023-02-22,E,"You are on a mission to repair an ancient clocktower built into the trunk of a colossal tree. Inside, you find a pair of gloves that allow you to turn anything you do into a looping clockwork automaton.

These clones can do everything you can do, from planting to cutting to throwing items through the air.

Create an interconnected system out of your own clones. Grow plants, harvest resources, and work together to save the clocktower!",83
Mortal Kombat 1,2023-09-19,M,"Discover a reborn Mortal Kombat Universe created by the Fire God Liu Kang. Mortal Kombat 1 ushers in a new era of the iconic franchise with a new fighting system, game modes, and fatalities! IMMERSIVE STORY CAMPAIGN. Fight through a brand new story featuring your favorite Mortal Kombat characters like you’ve never seen them before. KAMEO FIGHTERS. Choose from a unique roster of Kameo fighting partners to assist you in battle.",83
Two Point Campus,2022-08-09,T,"Welcome to the University of U. Build your university, your way!

Build your university, your way! 

It’s time to spin academia on its head! Got a yearning for learning? Or just keen to build an educational masterpiece? Campus is jam-packed with new creative tools to help you build the university of your dreams. 

For the first time, build in the great outdoors as you develop your own delightfully educational campus environment, housing the top teaching facilities in the land. Whether you prefer building on simple foundations, or placing every tree, you can build the university you want.

Lay down pathways with new easy-to-use tools. Plant glorious collections of outdoor flora. Place benches, fountains, sculptures, hedgerows – even picket fences. The only limit is your imagination (and your in-game bank balance).",82
Lost Judgment,2021-09-21,M,"SEIZE THE TRUTH - December 2021, Tokyo district court. Akihiro Ehara stands accused of groping a woman on a crowded train. A bystander’s video footage of his attempt to flee the scene and subsequent apprehension is all over the news, and public outcry demands a maximum sentence. “Three days ago, a dead body was found in an abandoned building in Yokohama. Have you identified it yet?” he proclaims as confusion cuts through the court room. His defense lawyer, Saori Shirosaki, has no doubt that crucial details of the situation have been overlooked, as Ehara was not even tried for the murder. She contacts detective Takayuki Yagami to investigate this further.

How could Ehara have committed two crimes at once? Was the sexual battery just a cover up? Has Ehara gamed the entire justice system? As victims surface and Yagami digs farther into the truth, he is faced with a question: Defend the law, or enact justice?

From just a single stumble, one can become a monster…

BRINGING JUSTICE AT THE EDGE OF THE LAW

Put Yagami’s distinct martial arts forms to the test in order get to the bottom of the case. Harness the Crane, Tiger, and new Snake stance, a graceful style that can deflect and return an opponent’s strikes, using their energy against them.

EVERYONE’S GOT A STORY

Employ Yagami’s arsenal of detective tricks with new gadgets, stealthily tracking suspects, and crafty methods of infiltration. Leave no stone unturned in pursuit of the truth as you take on cases in both Tokyo and Yokohama.",82
F1 23,2023-06-16,E,"Be the last to brake in EA SPORTS F1 23, the official video game of the 2023 FIA Formula One World Championship. A new chapter in the thrilling ""Braking Point"" story mode delivers high-speed drama and heated rivalries. Race wheel-to-wheel at new Las Vegas and Qatar circuits, and earn rewards and upgrades in F1 World. New Red Flags add an authentic strategic element, and the 35% Race Distance feature delivers more action and excitement. 

Drive updated 2023 cars with the official F1 lineup of your favorite 20 drivers and 10 teams. Create your dream team and race to win in My Team Career Mode, compete in split-screen or in the expanded cross-platform multiplayer, and be more social with new Racenet Leagues.",82
A Plague Tale: Requiem,2022-10-18,M,"Embark on a heartrending journey into a brutal, breathtaking world twisted by supernatural forces. After escaping their devastated homeland, Amicia and Hugo travel far south, to new regions and vibrant cities. There, they attempt to start a new life and control Hugo's curse. But, when Hugo's powers reawaken, death and destruction return in a flood of devouring rats. Forced to flee once more, the siblings place their hopes in a prophesized island that may hold the key to saving Hugo.

Discover the cost of saving those you love in a desperate struggle for survival. Strike from the shadows or unleash hell, overcoming foes and challenges with a variety of weapons, tools and unearthly powers.",82
No Man's Sky,2020-11-12,T,"Inspired by the adventure and imagination that we love from classic science-fiction, No Man's Sky presents you with a galaxy to explore, filled with unique planets and lifeforms, and constant danger and action.

In No Man's Sky, every star is the light of a distant sun, each orbited by planets filled with life, and you can go to any of them you choose. Fly smoothly from deep space to planetary surfaces, with no loading screens, and no limits. In this infinite procedurally generated universe, you'll discover places and creatures that no other players have seen before - and perhaps never will again.

Embark on an epic voyage
At the centre of the galaxy lies a irresistible pulse which draws you on a journey towards it to learn the true nature of the cosmos. But, facing hostile creatures and fierce pirates, you'll know that death comes at a cost, and survival will be down to the choices you make over how you upgrade your ship, your weapon and suit.

Find your own destiny
Your voyage through No Man's Sky is up to you. Will you be a fighter, preying on the weak and taking their riches, or taking out pirates for their bounties? Power is yours if you upgrade your ship for speed and weaponry.
Or a trader? Find rich resources on forgotten worlds and exploit them for the highest prices. Invest in more cargo space and you'll reap huge rewards.
Or perhaps an explorer? Go beyond the known frontier and discover places and things that no one has ever seen before. Upgrade your engines to jump ever farther, and strengthen your suit for survival in toxic environments that would kill the unwary.

Share your journey
The galaxy is a living, breathing place. Trade convoys travel between stars, factions vie for territory, pirates hunt the unwary, and the police are ever watching. Every other player lives in the same galaxy, and you can choose to share your discoveries with them on a map that spans known space. Perhaps you will see the results of their actions as well as your own...",82
SteamWorld Build,2023-12-01,E10,"In SteamWorld Build, you must escape a dying planet by building a mining town to dig up vital long-lost technology. Meet the ever-growing needs of your citizens, trade resources and defend your mine from the creatures that lurk below.",82
This War of Mine: Final Cut,2022-05-10,M,"The Remastered Final Cut version for PS5 is finally here!
In This War Of Mine, you do not play as an elite soldier, rather as a group of civilians trying to survive in a besieged city; struggling with a lack of food, medicine and constant danger from snipers and hostile scavengers. During the day you need to focus on maintaining your hideout: crafting, trading and taking care of your survivors. At night, take one of your civilians on a mission to scavenge for items that will help you stay alive.

Make life-and-death decisions driven by your conscience. Try to protect everybody from your shelter or sacrifice some of them for longer-term survival. During war, there are no good or bad decisions; there is only survival. The sooner you realize that, the better.
This War of Mine: Final Cut main features:
- Inspired by real-life events
- Control your survivors and manage your shelter
- Craft weapons, alcohol, beds or stoves―anything that helps you survive
- Make decisions―an often unforgiving and emotionally difficult experience
- Randomized world and characters every time you start a new game
- Charcoal-stylized aesthetics to complement the game's theme
- All updates and free expansions added along the way to create the Final Cut",82
Ys VIII: Lacrimosa of DANA,2022-11-15,T,"Adol awakens shipwrecked and stranded on a cursed island. There, he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island.",82
WRC 9 FIA World Rally Championship,2020-11-12,E,The WRC license is back and even better this year with WRC 9. Take part in the Calendar's 3 new rallies and challenge the community with the customisable league system. Then dive into the skin of a co-driver with the astonishing co-op mode.,82
Roki,2021-10-28,E10,"Every dark fairytale has its monster.

Rediscover magic and chart your adventure through this forgotten northern world of mystery and monsters. Find your courage, discover hidden paths, solve ancient puzzles and travel deeper through the icy land to learn the truth.

Join Tove on a fantastical journey to save her family; one that takes her deep into a hidden, long forgotten world of folklore, filled with strange locations and even stranger creatures.

Explore the ancient wilderness, solve its mysteries, and save your family in this modern adventure game for all.",82
MLB The Show 23,2023-03-24,E,"MLB® The Show™ 23 gets you closer than ever to living your Baseball dreams on the diamond. Shock The Game and Own The Show™ with your favorite players, your favorite rivalries, and all your favorite MLB® moments.",82
Viewfinder,2023-07-18,Rating not found,"Challenge perception, redefine reality, and reshape the world around you with an instant camera. Viewfinder is a new single player game offering gamers hours of interesting and fun experiences while uncovering the mysteries left behind.

About the game

Viewfinder is a mind-bending first person adventure game in which you can bring pictures to life by placing them into the world.

• Reshape Reality. Beyond photographs, bring paintings, sketches, screenshots and postcards to life while reshaping the world

• Exploration is learning, the player will learn the secrets of the world, the reason why it exists, and the freedom to create. Explore multiple hub worlds that are all cohesive and encompass similar, but complex, differences.

• Experience as much as you want. Viewfinder’s Narrative is player driven and will be an approachable experience to someone who just wants to play and solve puzzles, and a rich well thought off world to a player who wants to learn more.

• Find the answer to the impossible, once you step in the world of Viewfinder.",82
WWE 2K23,2023-03-14,T,"Expanded features, gorgeous graphics, and the ultimate WWE experience. Hit the ring with a deep roster of WWE Superstars and Legends including Roman Reigns, ""American Nightmare"" Cody Rhodes, Ronda Rousey, Brock Lesnar, ""Stone Cold"" Steve Austin and more!

2K SHOWCASE: INTERACTIVE SPORTS DOCUMENTARY
Play through the key moments and toughest opponents of John Cena’s storied 20-year WWE career. And in a franchise-first, take on the role of each marquee opponent - some of WWE’s greatest of all time - as you aim to take down Mr. Hustle, Loyalty, and Respect.

IT’S WARGAMES
The fan-favorite action-packed WarGames makes its debut in WWE 2K23 and delivers heart-pounding 3v3 and 4v4 multiplayer mayhem inside two side-by-side rings, surrounded by a double-steel cage!

YOUR SHOW, YOUR CHOICES
With MyGM, take the reins of a weekly show and compete against rival general managers for brand supremacy. Now featuring more GMs to choose from, additional show options, multiple seasons, expanded match cards, and more match types for up to 4 players.

YOU HOLD ALL THE CARDS
Collect and upgrade cards of WWE Superstars and Legends to build the ultimate faction and compete for global dominance in MyFACTION, now featuring online multiplayer!

DEFINE YOUR FUTURE IN MyRISE
Walk through the curtains for your WWE debut and shape your career as a WWE Superstar with the decisions you make along the way through distinct storylines - The Lock and The Legacy.",82
LEGO Star Wars: The Skywalker Saga,2022-04-05,E10,"LEGO Star Wars: The Skywalker Saga will feature hundreds of playable characters - the most ever for a LEGO Star Wars game - and ships, LEGO's signature sense of humour and fun, and new innovations, options, and gameplay features. Players can start the game at any point in the Star Wars timeline; fans can jump in with Star Wars: The Phantom Menace, begin the original trilogy with Star Wars: A New Hope, or launch right into Star Wars: The Rise of Skywalker.

LEGO Star Wars: The Skywalker Saga marks the return to the franchise that kicked off the LEGO video game series. The game will give fans an all-new LEGO Star Wars experience with complete freedom to explore the LEGO Star Wars galaxy. With the Skywalker saga coming to an end, LEGO Star Wars: The Skywalker Saga will bring to life all those Star Wars adventures remembered and undiscovered in an epic culmination of all nine saga films as fans celebrate the closing of this chapter in Star Wars.",82
Horizon Forbidden West: Burning Shores,2023-04-19,T,"Travel beyond the Forbidden West as Aloy’s story continues. Encounter new machines and a compelling new story. South of the Tenakth Clan Lands, millennia of volcanic eruptions and violent seismic activity have carved the ruins of Los Angeles into a treacherous archipelago.  Experience the next chapter of Horizon Forbidden West as Aloy pursues a sinister new threat to the planet, hidden among these dangerous, untamed wilds.  The Burning Shores DLC contains additional content for Horizon Forbidden West, including new characters and experiences in a stunning yet hazardous new area.  To enter the Burning Shores, you must complete the main quest (up to and including Singularity) in the PS5 version of Horizon Forbidden West. Following the main quest, the player will receive a call over Aloy’s Focus, beginning the DLC.",82
Mr. Run and Jump,2023-07-25,E,"In this electric 2D platformer, help Mr. Run and Jump defeat the terrifying Void and collect all the Power Gems from the Realms of Color! Joined by his trusty pal Leap the Dog, the duo must venture through a dazzling and dangerous world, dodging countless enemies and conquering hundreds of fierce platforming challenges to save the day!",81
Final Fantasy VII Remake Intergrade: Episode INTERmission,2021-06-10,T,The new episode featuring Yuffie is a brand-new adventure in the world of FINAL FANTASY VII REMAKE INTERGRADE. Play as Wutai ninja Yuffie Kisaragi as she infiltrates Midgar and conspires with Avalanche HQ to steal the ultimate materia from the Shinra Electric Power Company.,81
Granblue Fantasy Versus: Rising,2023-12-14,T,"This 2D fighting game based on the hit mobile RPG from Cygames was an ambitious title that set out to expand the boundaries of the genre. Since 2020, events and tournaments have been held worldwide with the loving support of players and fans alike.

And now... the next version of GBVS, revamped with all-new features, has arrived: Granblue Fantasy Versus: Rising.

Take each character's Skills to the next level. The GBVS experience has been elevated not only visually, but with deeper battle mechanics to outplay and outsmart your foes like never before.

In addition to the original cast of 24 characters, even more playable characters will be joining the roster! Experience an abridged version of the story mode from GBVS in addition to a new original story.",81
Diablo II: Resurrected,2021-09-23,M,"Diablo® II: Resurrected™ is a remastered version of the quintessential action RPG Diablo® II. Pursue the mysterious Dark Wanderer and fight the denizens of hell as you uncover the fate of the Prime Evils Diablo, Mephisto, and Baal. Features: Remastered graphics—monsters, heroes, items, spells, all resurrected. An epic story told through five distinct acts. Classic gameplay—the same Diablo II you know and love, preserved. Updated Battle.net support. Planned support for cross-progression—take your progress wherever you play. Diablo II: Resurrected includes all content from both Diablo II and its epic expansion Diablo II: Lord of Destruction®. Battle your way through icy caverns, horrific tombs filled with undead abominations, and frozen wastelands to the frigid summit of Mount Arreat and stop Baal, the Lord of Destruction. Raise hell with two Lord of Destruction playable classes—the cunning Assassin, master of traps and shadow disciplines, and the savage Druid, a bold shapeshifter and summoner who commands primal elemental magic.",81
